State,City,Location,Year,SO2 monitoring Days / Year,SO2 Minimum,SO2 Maximum,SO2 Annual Avg,NO2 monitoring Days / Year,NO2 Minimum,NO2 Maximum,NO2 Annual Avg,PM10 monitoring Days / Year,PM10 Minimum,PM10 Maximum,PM10 Annual Avg,PM25 monitoring Days / Year,PM25 Minimum,PM25 Maximum,PM25 Annual Avg
Meghalaya,Shillong,"Boards Office Permises, Lumpyngngad",2016,104,2,4,2,104,5,5,5,104,18,42,33,0,0,0,0
Meghalaya,Shillong,"Boards Office Permises, Lumpyngngad",2017,106,2,2,2,105,5,9,5,105,18,41,30,0,0,0,0
Meghalaya,Shillong,"Boards Office Permises, Lumpyngngad",2018,104,2,2,2,104,5,11,7,104,25,45,31,104,8,18,12
Meghalaya,Shillong,"Forest Rest House, Polo Hills",2017,59,2,3,2,59,8,17,12,59,22,58,34,0,0,0,0
Meghalaya,Shillong,"Forest Rest House, Polo Hills",2018,104,2,7,3,104,5,16,11,104,21,52,36,0,0,0,0
Meghalaya,Shillong,State Tuberculosis Hospital,2016,104,2,2,2,104,12,30,23,104,21,101,78,0,0,0,0
Meghalaya,Shillong,State Tuberculosis Hospital,2017,106,2,6,3,105,11,40,25,104,35,108,59,0,0,0,0
Meghalaya,Shillong,State Tuberculosis Hospital,2018,104,2,12,6,104,9,26,18,104,35,76,51,0,0,0,0
Meghalaya,Tura,"PHED, Araimille, West Garo Hills District",2016,101,2,2,2,101,5,14,9,101,21,45,31,0,0,0,0
Meghalaya,Tura,"PHED, Araimille, West Garo Hills District",2017,105,2,2,2,106,10,15,13,106,27,47,38,0,0,0,0
Meghalaya,Tura,"PHED, Araimille, West Garo Hills District",2018,103,2,3,2,103,11,16,13,103,28,157,35,0,0,0,0
Meghalaya,Umiam,"Umiam Industrial Complex, Ri-Bhoi District",2016,104,2,2,2,104,8,41,14,104,59,173,108,0,0,0,0
Meghalaya,Umiam / Umsning,"Umiam Industrial Complex, Ri-Bhoi District",2017,105,2,2,2,104,10,19,14,104,71,140,110,0,0,0,0
Meghalaya,Umiam / Umsning,"Umiam Industrial Complex, Ri-Bhoi District",2018,104,2,6,3,104,8,15,12,104,49,127,102,0,0,0,0
Meghalaya,khliehriat,"O/o BDO, C & R.D. Block-Khliehriat",2016,101,2,2,2,101,5,19,10,101,14,119,47,0,0,0,0
Mizoram,Aizawl,Bawngkawn,2016,102,2,2,2,102,5,15,9,92,22,146,65,0,0,0,0
Mizoram,Aizawl,Bawngkawn,2017,93,2,2,2,92,3,23,10,91,15,214,63,0,0,0,0
Mizoram,Aizawl,Bawngkawn,2018,101,2,3,2,101,4,14,11,100,5,144,49,0,0,0,0
Mizoram,Aizawl,"Dawrpui Y.M.A, Building, Dawrpui",2016,100,2,2,2,100,5,31,12,98,28,153,79,0,0,0,0
Mizoram,Aizawl,"Dawrpui Y.M.A, Building, Dawrpui",2017,106,2,5,2,106,5,37,12,105,25,202,78,0,0,0,0
Mizoram,Aizawl,"Dawrpui Y.M.A, Building, Dawrpui",2018,101,2,2,2,101,4,18,11,100,30,204,69,0,0,0,0
Mizoram,Aizawl,"Khatla, M.G-Road, Mizoram SPCB",2016,104,2,2,2,104,5,18,8,94,6,343,82,0,0,0,0
Mizoram,Aizawl,"Khatla, M.G-Road, Mizoram SPCB",2017,103,2,2,2,103,4,17,9,102,16,152,60,0,0,0,0
Mizoram,Aizawl,"Khatla, M.G-Road, Mizoram SPCB",2018,101,2,5,2,101,4,18,11,100,9,253,76,0,0,0,0
Mizoram,Aizawl,Laipuitlang,2016,107,2,2,2,107,5,11,5,99,8,77,35,0,0,0,0
Mizoram,Aizawl,Laipuitlang,2017,97,2,2,2,97,5,11,5,98,10,46,23,0,0,0,0
Mizoram,Aizawl,Laipuitlang,2018,96,2,2,2,96,5,12,5,95,9,61,20,0,0,0,0
Mizoram,Aizawl,"Lengpui Airport, Model Veng, Lengpui",2016,101,2,2,2,101,5,5,4,100,8,95,38,0,0,0,0
Mizoram,Aizawl,"Lengpui Airport, Model Veng, Lengpui",2017,104,2,2,2,104,2,5,4,104,10,82,34,0,0,0,0
Mizoram,Aizawl,"Lengpui Airport, Model Veng, Lengpui",2018,102,2,2,2,102,5,16,5,101,10,100,35,0,0,0,0
Mizoram,Champhai,"D.T.O Office Building, Kahrawt veng",2016,98,2,2,2,98,5,5,4,89,8,28,18,0,0,0,0
Mizoram,Champhai,"D.T.O Office Building, Kahrawt veng",2017,105,2,2,2,105,3,5,4,103,7,49,20,0,0,0,0
Mizoram,Champhai,"D.T.O Office Building, Kahrawt veng",2018,95,2,2,2,95,5,5,5,95,10,42,20,0,0,0,0
Mizoram,Champhai,"Lalzidinga building, Vengthlang",2016,102,2,2,2,102,5,5,4,93,10,82,41,0,0,0,0
Mizoram,Champhai,"Lalzidinga building, Vengthlang",2017,103,2,2,2,103,3,5,4,102,12,85,30,0,0,0,0
Mizoram,Champhai,"Lalzidinga building, Vengthlang",2018,95,2,5,2,95,5,5,5,95,14,58,33,0,0,0,0
Mizoram,Kolasib,"H. Lalthuama Building, Project Veng",2016,102,2,2,2,102,5,5,4,102,11,46,22,0,0,0,0
Mizoram,Kolasib,"H. Lalthuama Building, Project Veng",2017,105,2,2,2,105,2,11,4,104,6,56,23,0,0,0,0
Mizoram,Kolasib,"H. Lalthuama Building, Project Veng",2018,97,2,2,2,97,5,5,5,97,4,56,16,0,0,0,0
Mizoram,Kolasib,"Synod Bookroom, Building Diakkawn",2016,102,2,3,2,102,5,21,5,102,19,48,38,0,0,0,0
Mizoram,Kolasib,"Synod Bookroom, Building Diakkawn",2017,103,2,3,2,103,2,6,4,103,8,60,36,0,0,0,0
Mizoram,Kolasib,"Synod Bookroom, Building Diakkawn",2018,96,2,2,2,96,5,5,5,96,15,48,31,0,0,0,0
Mizoram,Lunglei,"K.Lalliantluanga, Chanmari I, Lunglei",2016,104,2,3,2,104,5,6,4,104,7,99,38,0,0,0,0
Mizoram,Lunglei,"K.Lalliantluanga, Chanmari I, Lunglei",2017,94,2,2,2,94,2,15,4,93,6,78,32,0,0,0,0
Mizoram,Lunglei,"K.Lalliantluanga, Chanmari I, Lunglei",2018,93,2,2,2,93,5,12,5,93,5,112,15,0,0,0,0
Mizoram,Lunglei,"Thangkhuma Building, Salem Veng",2016,102,2,2,2,102,5,5,4,102,4,80,28,0,0,0,0
Mizoram,Lunglei,"Thangkhuma Building, Salem Veng",2017,100,2,2,2,100,3,5,4,100,4,72,17,0,0,0,0
Mizoram,Lunglei,"Thangkhuma Building, Salem Veng",2018,93,2,2,2,93,5,5,5,93,3,12,7,0,0,0,0
Nagaland,Dimapur,Bank Colony,2016,97,2,2,2,97,5,25,10,95,19,248,104,0,0,0,0
Nagaland,Dimapur,Bank Colony,2017,91,2,2,2,91,5,27,9,91,38,224,126,0,0,0,0
Nagaland,Dimapur,Bank Colony,2018,116,2,2,2,116,5,23,9,116,36,248,124,0,0,0,0
Nagaland,Dimapur,Dhobinala,2016,98,2,2,2,98,5,30,12,97,44,297,139,0,0,0,0
Nagaland,Dimapur,Dhobinala,2017,93,2,2,2,93,5,30,10,93,63,326,150,0,0,0,0
Nagaland,Dimapur,Dhobinala,2018,107,2,2,2,107,5,20,8,107,75,273,145,0,0,0,0
Nagaland,Kohima,Opposite NST Office,2016,100,2,2,2,100,5,5,5,100,15,142,60,0,0,0,0
Nagaland,Kohima,Opposite NST Office,2017,95,2,2,2,95,5,5,5,95,19,234,80,0,0,0,0
Nagaland,Kohima,Opposite NST Office,2018,114,2,2,2,114,5,6,5,114,27,217,90,0,0,0,0
Nagaland,Kohima,Opposite War Cemetery,2016,99,2,2,2,99,5,5,5,99,48,189,119,0,0,0,0
Nagaland,Kohima,Opposite War Cemetery,2017,97,2,2,2,97,5,5,5,97,58,314,148,0,0,0,0
Nagaland,Kohima,Opposite War Cemetery,2018,108,2,2,2,108,5,6,5,108,39,340,119,0,0,0,0
Odisha,Angul,Industrial Estate,2016,105,3,13,8,105,15,31,24,105,38,172,94,0,0,0,0
Odisha,Angul,Industrial Estate,2017,100,4,18,9,100,14,32,25,100,54,161,93,100,25,81,46
Odisha,Angul,Industrial Estate,2018,106,3,20,9,106,16,35,25,106,39,154,99,106,18,85,52
Odisha,Angul,NALCO Township,2016,105,6,14,9,105,17,28,22,105,47,198,100,0,0,0,0
Odisha,Angul,NALCO Township,2017,99,7,13,9,99,21,30,26,99,56,182,96,99,22,85,45
Odisha,Angul,NALCO Township,2018,105,5,15,10,105,20,30,25,105,63,163,103,105,28,97,47
Odisha,Balasore,DIC office,2016,73,2,3,2,73,10,28,11,73,60,104,78,73,20,68,42
Odisha,Balasore,DIC office,2017,103,2,2,2,103,10,12,11,103,60,96,78,103,26,58,41
Odisha,Balasore,DIC office,2018,104,2,3,2,104,10,14,11,104,69,141,83,104,30,89,44
Odisha,Balasore,Rasalpur near Balgopalpur I/A,2016,79,6,12,8,79,11,30,14,79,75,114,93,74,26,88,53
Odisha,Balasore,Rasalpur near Balgopalpur I/A,2017,103,6,10,8,103,10,14,12,103,74,114,90,103,33,78,51
Odisha,Balasore,Rasalpur near Balgopalpur I/A,2018,104,6,10,8,104,11,14,12,104,76,117,91,104,36,78,53
Odisha,Balasore,Sahadevkhunta,2016,106,2,3,2,106,10,15,12,106,62,121,84,106,25,80,46
Odisha,Balasore,Sahadevkhunta,2017,103,2,2,2,103,10,13,11,103,62,97,81,103,26,61,43
Odisha,Balasore,Sahadevkhunta,2018,104,2,4,2,104,10,14,11,104,65,144,83,104,30,95,44
Odisha,Berhampur,Regional Office Orissa SPCB,2016,105,2,2,2,105,14,28,19,105,30,108,58,105,18,62,36
Odisha,Berhampur,Regional Office Orissa SPCB,2017,101,2,2,2,101,13,26,19,101,34,98,61,101,18,56,35
Odisha,Berhampur,Regional Office Orissa SPCB,2018,103,2,20,2,102,15,25,19,103,31,107,64,103,11,65,33
Odisha,Bhubneshwar,Capital Police Station,2016,86,2,18,2,86,11,38,18,86,57,175,111,86,15,103,32
Odisha,Bhubneshwar,Capital Police Station,2017,87,2,2,2,87,7,29,16,86,38,137,102,54,17,102,33
Odisha,Bhubneshwar,Capital Police Station,2018,69,2,5,2,69,9,33,18,69,51,159,112,53,13,42,31
Odisha,Bhubneshwar,Chandrashekharpur,2016,88,2,2,2,88,10,21,15,88,37,314,109,73,15,85,35
Odisha,Bhubneshwar,Chandrashekharpur,2017,95,2,2,2,95,11,18,14,95,23,242,96,59,15,63,30
Odisha,Bhubneshwar,Chandrashekharpur,2018,95,2,15,2,95,5,28,16,95,22,290,100,93,15,84,33
Odisha,Bhubneshwar,IRC Village,2016,102,2,25,2,102,17,61,25,102,31,324,91,97,13,189,35
Odisha,Bhubneshwar,IRC Village,2017,77,2,2,2,77,12,34,24,77,32,147,88,75,13,68,35
Odisha,Bhubneshwar,IRC Village,2018,93,2,8,2,92,14,26,20,92,37,172,94,80,12,65,32
Odisha,Bhubneshwar,Office Premises Bhubaneswar,2016,97,2,15,2,97,19,35,28,97,36,211,101,100,15,107,40
Odisha,Bhubneshwar,Office Premises Bhubaneswar,2017,88,2,2,2,88,11,36,25,87,36,165,95,84,15,68,38
Odisha,Bhubneshwar,Office Premises Bhubaneswar,2018,92,2,5,2,92,8,34,20,92,26,258,103,57,12,100,40
Odisha,Bhubneshwar,"Patrapara, Khandagiri",2016,95,2,21,2,95,10,35,15,95,44,240,102,51,12,151,28
Odisha,Bhubneshwar,"Patrapara, Khandagiri",2017,82,2,2,2,82,5,19,14,82,48,149,94,11,15,36,27
Odisha,Bhubneshwar,"Patrapara, Khandagiri",2018,99,2,2,2,99,5,23,14,99,28,130,91,59,10,46,26
Odisha,Bhubneshwar,"Water works, Palasuni, Rasalgarh",2016,49,2,8,2,49,10,35,17,49,29,254,117,44,11,142,47
Odisha,Bhubneshwar,"Water works, Palasuni, Rasalgarh",2017,71,2,9,2,71,7,23,16,71,30,158,71,24,19,85,52
Odisha,Bhubneshwar,"Water works, Palasuni, Rasalgarh",2018,75,2,5,2,75,5,50,16,75,57,169,93,32,16,41,28
Odisha,Bonaigarh,Govt. Hospital Bonai At/Po/PS-Bonai Dist- Sudargarh,2018,105,5,18,8,105,7,23,12,105,33,230,99,105,13,182,36
Odisha,Cuttack,P.H.D Office Barabati,2016,106,2,6,3,106,26,37,29,106,49,157,76,106,22,113,40
Odisha,Cuttack,P.H.D Office Barabati,2017,105,2,6,3,105,26,40,30,105,48,145,84,105,24,65,41
Odisha,Cuttack,P.H.D Office Barabati,2018,105,2,8,4,105,25,37,30,105,63,246,106,105,23,108,47
Odisha,Cuttack,"R.O. Cuttack Office, Surya Vihar",2016,106,2,5,3,106,25,36,28,106,43,176,74,99,21,140,42
Odisha,Cuttack,"R.O. Cuttack Office, Surya Vihar",2017,105,2,6,3,105,26,40,31,105,45,141,82,101,22,64,42
Odisha,Cuttack,"R.O. Cuttack Office, Surya Vihar",2018,105,2,9,4,105,25,42,31,105,67,213,106,105,26,100,48
Odisha,Cuttack,"Traffic Tower, Badambadi",2016,105,3,7,4,105,28,38,32,105,47,257,93,105,25,167,44
Odisha,Cuttack,"Traffic Tower, Badambadi",2017,105,3,7,5,105,30,42,34,104,54,160,94,104,29,75,47
Odisha,Cuttack,"Traffic Tower, Badambadi",2018,56,3,6,5,56,27,38,33,56,83,166,129,56,38,73,55
Odisha,Jharsuguda,R.O. Building Cox colony,2016,102,9,18,13,102,16,24,20,102,56,117,87,102,24,73,48
Odisha,Jharsuguda,R.O. Building Cox colony,2017,83,8,20,11,83,16,24,20,83,61,111,88,83,23,77,49
Odisha,Jharsuguda,R.O. Building Cox colony,2018,106,5,24,10,106,11,31,18,106,71,153,106,106,32,103,56
Odisha,Jharsuguda,"TRL Colony, M/s. TRL Krosaki Refractories Ltd. PO: Bhepahar,",2017,55,6,12,8,55,10,17,13,55,54,136,91,55,17,95,45
Odisha,Jharsuguda,"TRL Colony, M/s. TRL Krosaki Refractories Ltd. PO: Bhepahar,",2018,100,4,11,7,100,10,20,13,100,80,139,109,100,35,86,58
Odisha,Kalinga Nagar,"Maintenance Office of M/s NINL, Duburi",2016,101,2,3,2,101,9,15,11,101,74,212,117,101,35,116,49
Odisha,Kalinga Nagar,"Maintenance Office of M/s NINL, Duburi",2017,88,2,2,2,88,9,14,11,88,82,208,128,68,21,140,63
Odisha,Kalinga Nagar,"Maintenance Office of M/s NINL, Duburi",2018,95,2,2,2,94,5,13,10,93,44,167,125,41,61,77,69
Odisha,Kalinga Nagar,Over the Guest House of M/s NINL,2016,101,2,3,2,101,5,13,10,101,71,290,111,94,32,100,47
Odisha,Kalinga Nagar,Over the Guest House of M/s NINL,2017,73,2,2,2,73,9,13,10,73,85,200,134,54,22,86,54
Odisha,Kalinga Nagar,RO Office Building,2016,93,2,2,2,93,5,12,8,93,39,295,112,86,13,87,43
Odisha,Kalinga Nagar,RO Office Building,2017,90,0,3,2,90,5,10,8,90,79,257,116,90,34,84,54
Odisha,Kalinga Nagar,RO Office Building,2018,89,2,3,3,89,6,21,13,93,39,191,110,50,36,60,47
Odisha,Konark,Konark Police Station,2016,101,2,8,2,101,6,22,13,101,32,226,95,101,14,121,41
Odisha,Konark,Konark Police Station,2017,84,2,14,2,84,6,54,14,84,26,247,94,69,14,91,36
Odisha,Konark,Konark Police Station,2018,109,2,4,2,108,9,17,12,109,36,197,79,0,0,0,0
Odisha,Paradeep,On roof of PPL Gueest,2016,79,13,34,23,79,11,17,13,79,49,238,101,68,17,81,35
Odisha,Paradeep,On roof of PPL Gueest,2017,96,11,52,20,96,9,22,14,95,36,219,103,90,13,91,40
Odisha,Paradeep,On roof of PPL Gueest,2018,98,12,33,19,98,8,17,11,97,38,286,113,74,16,119,37
Odisha,Paradeep,On roof of PPT Staff Quarter,2016,91,13,43,22,91,11,22,14,91,53,248,117,50,18,120,46
Odisha,Paradeep,On roof of PPT Staff Quarter,2017,99,12,33,19,99,11,25,14,96,32,279,102,75,13,95,39
Odisha,Paradeep,On roof of PPT Staff Quarter,2018,98,14,35,19,99,9,21,12,98,36,317,119,82,16,161,48
Odisha,Paradeep,On roof of STP building IFFCO,2016,88,11,32,22,88,11,20,13,88,64,250,117,90,19,86,41
Odisha,Paradeep,On roof of STP building IFFCO,2017,99,13,31,19,99,10,20,14,99,41,238,112,93,17,116,40
Odisha,Paradeep,On roof of STP building IFFCO,2018,64,12,26,18,64,9,19,11,63,43,248,132,13,33,102,60
Odisha,Puri,Sadar police station,2016,97,2,16,2,97,10,28,14,97,31,367,88,77,6,110,28
Odisha,Puri,Sadar police station,2017,56,2,2,2,56,11,29,15,56,41,141,75,31,11,41,24
Odisha,Puri,Sadar police station,2018,55,2,2,2,55,11,19,15,54,52,134,91,0,0,0,0
Odisha,Puri,Town Police Station,2016,91,2,10,2,91,10,31,15,91,33,715,99,85,9,83,32
Odisha,Puri,Town Police Station,2017,75,2,5,2,75,12,20,15,75,42,152,78,20,12,41,27
Odisha,Puri,Town Police Station,2018,90,2,5,2,73,11,25,15,72,27,167,88,0,0,0,0
Odisha,Rajgangpur,"DISIR, Rajgangpur",2018,87,6,50,17,87,10,36,20,87,20,295,146,87,5,131,49
Odisha,Rayagada,"LPS High School, Jaykaypur",2016,104,2,5,4,104,15,26,21,104,34,86,62,104,16,58,35
Odisha,Rayagada,"LPS High School, Jaykaypur",2017,105,1,5,4,105,10,24,20,105,29,106,61,105,12,67,36
Odisha,Rayagada,"LPS High School, Jaykaypur",2018,104,2,14,4,104,14,27,19,104,19,149,66,104,11,96,42
Odisha,Rayagada,Regional Office Orissa SPCB,2016,104,2,5,3,104,13,25,20,104,36,85,55,104,14,48,32
Odisha,Rayagada,Regional Office Orissa SPCB,2017,104,2,16,4,104,13,26,19,104,24,125,55,104,10,86,33
Odisha,Rayagada,Regional Office Orissa SPCB,2018,105,2,19,4,105,14,31,18,105,23,161,60,105,11,118,37
Odisha,Rourkela,"DISIR, Rajgangpur",2017,109,7,19,13,109,9,26,17,109,29,339,136,109,10,91,42
Odisha,Rourkela,Govt. Hospital Bonai At/Po/PS-Bonai Dist- Sudargarh,2017,34,7,12,9,34,9,14,12,34,34,129,90,34,11,25,18
Odisha,Rourkela,"IDL Police Out-post, Sonaparbat",2017,95,5,8,6,95,10,15,11,95,67,113,81,0,0,0,0
Odisha,Rourkela,"IDL Police Out-post, Sonaparbat",2018,105,5,15,6,105,10,20,11,105,63,110,85,104,37,101,50
Odisha,Rourkela,Kalunga Industrial Estate,2017,35,9,26,21,35,13,43,27,35,52,301,211,35,18,92,68
Odisha,Rourkela,Kalunga Industrial Estate,2018,88,7,20,14,88,13,32,21,87,93,265,167,87,33,93,57
Odisha,Rourkela,"Kuarmunda, Sundergarh",2017,104,4,14,7,104,5,17,10,104,31,133,79,104,18,69,43
Odisha,Rourkela,"Kuarmunda, Sundergarh",2018,105,4,15,7,105,8,21,11,105,43,184,89,105,20,66,37
Odisha,Rourkela,"Regional Office, ORPB",2017,52,4,8,6,52,9,16,14,52,81,124,103,52,27,49,40
Odisha,Rourkela,"Regional Office, ORPB",2018,104,2,13,7,103,5,18,14,104,51,187,93,94,14,267,41
Odisha,Sambalpur,"Filter Plant, PHD Office, Modipara",2016,106,4,5,4,106,13,19,17,106,69,92,79,106,40,64,51
Odisha,Sambalpur,"Filter Plant, PHD Office, Modipara",2017,107,4,8,4,107,18,27,20,107,63,110,82,107,39,64,46
Odisha,Sambalpur,"Filter Plant, PHD Office, Modipara",2018,100,3,39,5,100,17,43,21,100,53,287,85,100,24,220,53
Odisha,Talcher,Coal Field Area,2016,106,5,12,10,106,18,29,24,106,77,168,116,106,35,94,55
Odisha,Talcher,Coal Field Area,2017,100,7,13,10,100,23,37,31,100,50,169,101,100,21,86,46
Odisha,Talcher,Coal Field Area,2018,104,5,13,10,104,22,34,29,104,55,183,125,104,23,86,54
Odisha,Talcher,T.T.P.S.Colony,2016,106,5,13,10,106,17,27,24,106,33,233,94,106,15,117,46
Odisha,Talcher,T.T.P.S.Colony,2017,100,6,12,10,100,24,35,30,100,33,200,91,100,16,96,44
Odisha,Talcher,T.T.P.S.Colony,2018,104,6,15,10,104,23,34,28,104,41,206,96,104,17,97,46
Puducherry,Karaikal,"B.Ed College (PKCE), Nehru Nagar",2016,99,3,16,9,99,5,20,7,99,15,66,30,0,0,0,0
Puducherry,Karaikal,"B.Ed College (PKCE), Nehru Nagar",2017,95,2,12,6,95,5,18,8,95,12,68,35,0,0,0,0
Puducherry,Karaikal,"B.Ed College (PKCE), Nehru Nagar",2018,89,2,12,4,89,5,19,6,89,20,71,35,0,0,0,0
Puducherry,Karaikal,"Govt. Tourist Home, Kovilpathu",2017,94,4,21,9,94,5,26,11,95,24,88,46,0,0,0,0
Puducherry,Karaikal,"Govt. Tourist Home, Kovilpathu",2018,93,2,19,4,93,5,24,8,94,23,98,44,0,0,0,0
Puducherry,Karaikal,"M/s Puducherry Power Corporation Limited, Polagam, T.R. Pattinam,",2017,98,4,22,10,98,5,24,12,98,25,106,48,0,0,0,0
Puducherry,Karaikal,"M/s Puducherry Power Corporation Limited, Polagam, T.R. Pattinam,",2018,89,2,16,4,89,5,23,8,88,23,91,41,0,0,0,0
Puducherry,Karaikal,PPCL,2016,103,5,30,13,103,5,22,11,0,0,0,0,0,0,0,0
Puducherry,Karaikal,Tourist home,2016,100,4,26,14,100,5,21,11,101,19,87,42,0,0,0,0
Puducherry,Puducherry,Chamber Of Commerce,2016,88,4,11,6,88,10,16,13,90,16,54,34,0,0,0,0
Puducherry,Puducherry,Chamber Of Commerce,2017,90,3,6,4,90,10,13,11,91,19,55,33,0,0,0,0
Puducherry,Puducherry,Chamber Of Commerce,2018,87,3,6,4,87,8,14,10,87,21,65,39,0,0,0,0
Puducherry,Puducherry,"DSTC Office Upstairs, PHB 3rd Floor, AnnaNagar",2016,89,4,17,6,90,11,19,15,92,21,74,43,0,0,0,0
Puducherry,Puducherry,"DSTC Office Upstairs, PHB 3rd Floor, AnnaNagar",2017,84,3,7,5,84,11,20,14,84,16,73,47,0,0,0,0
Puducherry,Puducherry,"DSTC Office Upstairs, PHB 3rd Floor, AnnaNagar",2018,84,3,5,4,84,10,15,13,86,23,78,47,0,0,0,0
Puducherry,Puducherry,PIPDIC Ind. Estate Mettupalayam,2016,79,5,11,6,79,12,20,15,183,45,149,85,0,0,0,0
Puducherry,Puducherry,PIPDIC Ind. Estate Mettupalayam,2017,75,4,7,5,75,10,16,13,80,13,75,42,0,0,0,0
Puducherry,Puducherry,PIPDIC Ind. Estate Mettupalayam,2018,74,3,5,4,74,11,16,12,76,21,71,44,0,0,0,0
Punjab,Aligarh,"Forest Office, Vill:Aligarh, Teh:Jagraon",2018,119,4,9,6,119,11,30,22,119,30,442,122,0,0,0,0
Punjab,Amritsar,"A-1,Platers",2016,64,10,20,14,64,31,43,37,65,64,493,244,0,0,0,0
Punjab,Amritsar,"A-1,Platers",2017,91,10,23,13,91,27,44,35,92,74,455,198,0,0,0,0
Punjab,Amritsar,R.O. Focal Point (earlier Nagina soap factory),2016,51,10,20,14,51,29,45,37,50,75,412,225,0,0,0,0
Punjab,Amritsar,R.O. Focal Point (earlier Nagina soap factory),2017,70,9,17,12,70,27,48,34,70,69,511,195,0,0,0,0
Punjab,Amritsar,R.O. Focal Point (earlier Nagina soap factory),2018,99,9,15,12,99,25,42,34,99,64,576,178,0,0,0,0
Punjab,Amritsar,Rasulpur,2016,11,7,10,8,14,11,18,14,14,54,146,112,0,0,0,0
Punjab,Amritsar,Rasulpur,2017,24,6,9,7,24,11,14,12,23,52,208,111,0,0,0,0
Punjab,Amritsar,"Vinod Chilling Center / Kochar Bhavan (earlier A-1,Platers)",2018,94,10,16,13,95,22,41,34,94,51,818,176,0,0,0,0
Punjab,Aspal Khurd,"Vill:Aspal Khurd, Teh:Tapa",2018,49,4,8,5,50,10,25,15,121,52,205,106,0,0,0,0
Punjab,Bhatinda,"Bathinda Milk Producers, Dabwali Road",2016,83,4,7,5,83,11,18,14,84,67,260,121,0,0,0,0
Punjab,Bhatinda,"Bathinda Milk Producers, Dabwali Road",2017,65,4,11,6,66,10,46,17,74,73,236,131,0,0,0,0
Punjab,Bhatinda,"Bathinda Milk Producers, Dabwali Road",2018,59,4,7,5,59,10,32,13,116,65,160,108,0,0,0,0
Punjab,Binjon,"CHC, Vill:Binjon, Teh: Garshankar",2018,87,3,10,6,87,12,22,16,87,39,616,122,0,0,0,0
Punjab,Bishanpura,"Longowalia Yarns (Unit-II), Vill-Bishanpura, Teh: Payal",2018,119,4,15,6,120,9,30,19,120,25,780,135,0,0,0,0
Punjab,Changal,"Mastuana Sahib, Vill:Changal, Teh:Sangrur",2018,36,4,7,5,46,9,23,13,134,52,218,102,0,0,0,0
Punjab,Chowkimann,"Ludhiana College of Engineering, Vill:Chowkimann, Teh:Jagraon",2018,133,3,10,6,133,18,30,25,133,27,682,141,0,0,0,0
Punjab,Dera Baba Nanak,C-PYTE Building,2018,115,4,8,7,118,9,15,12,118,13,566,81,0,0,0,0
Punjab,Dera Bassi,"Punjab Chem and Crop Protection, Bhanakarpur Rd",2016,100,4,7,5,101,10,18,12,101,55,130,97,0,0,0,0
Punjab,Dera Bassi,"Punjab Chem and Crop Protection, Bhanakarpur Rd",2017,126,5,9,6,126,9,19,12,127,56,221,92,0,0,0,0
Punjab,Dera Bassi,"Punjab Chem and Crop Protection, Bhanakarpur Rd",2018,115,4,10,7,117,9,20,13,117,33,428,99,0,0,0,0
Punjab,Dera Bassi,"Winsome Yarns Ltd., Barwala Road",2016,101,4,8,5,104,9,16,12,103,67,135,99,0,0,0,0
Punjab,Dera Bassi,"Winsome Yarns Ltd., Barwala Road",2017,128,5,8,6,132,8,20,11,133,48,197,93,0,0,0,0
Punjab,Dera Bassi,"Winsome Yarns Ltd., Barwala Road",2018,109,5,9,6,112,9,20,13,113,27,394,90,0,0,0,0
Punjab,Faridkot,Basti Himmatpura,2016,31,4,6,5,80,10,14,12,80,76,147,104,0,0,0,0
Punjab,Faridkot,Basti Himmatpura,2017,37,4,7,5,38,10,23,13,45,74,192,124,0,0,0,0
Punjab,Fatehpur,"Baba Banda Singh Bahadur College, Vill:Fatehpur, Teh:Samana",2018,33,4,7,5,32,9,13,11,41,71,132,96,0,0,0,0
Punjab,Gobindgarh,"Modi Oil and General Mills, Mandi",2016,113,5,8,6,113,23,43,34,113,91,199,126,0,0,0,0
Punjab,Gobindgarh,"Modi Oil and General Mills, Mandi",2017,125,5,10,7,125,21,52,34,125,69,339,137,0,0,0,0
Punjab,Gobindgarh,"Modi Oil and General Mills, Mandi",2018,132,6,9,7,132,32,47,39,132,57,142,90,0,0,0,0
Punjab,Gobindgarh,"Raj Steel Rolling Mills, Mandi",2016,115,5,9,6,115,22,42,34,115,83,190,122,0,0,0,0
Punjab,Gobindgarh,"Raj Steel Rolling Mills, Mandi",2017,131,5,10,7,131,21,48,34,131,70,330,136,0,0,0,0
Punjab,Gobindgarh,"Raj Steel Rolling Mills, Mandi",2018,118,6,9,7,118,31,48,37,118,60,238,136,0,0,0,0
Punjab,Gobindgarh,"United Rolling Mills, Mandi Gobindgarh",2016,109,5,9,7,110,24,43,34,110,93,177,123,0,0,0,0
Punjab,Gobindgarh,"United Rolling Mills, Mandi Gobindgarh",2017,131,5,11,7,131,23,127,34,131,75,355,136,0,0,0,0
Punjab,Gobindgarh,"United Rolling Mills, Mandi Gobindgarh",2018,117,6,9,7,117,30,45,38,117,57,229,136,0,0,0,0
Punjab,Guru Ki Dhab,"Vil:Guru Ki Dhab / Basti Himmatpura, Teh:Kotkapura",2018,5,4,5,5,5,11,12,12,29,70,193,107,0,0,0,0
