State,City,Location,Year,SO2 monitoring Days / Year,SO2 Minimum,SO2 Maximum,SO2 Annual Avg,NO2 monitoring Days / Year,NO2 Minimum,NO2 Maximum,NO2 Annual Avg,PM10 monitoring Days / Year,PM10 Minimum,PM10 Maximum,PM10 Annual Avg,PM25 monitoring Days / Year,PM25 Minimum,PM25 Maximum,PM25 Annual Avg
Kerala,Wayanad,Sulthan Bathery,2017,120,2,2,2,120,5,7,5,120,21,72,43,0,0,0,0
Kerala,Wayanad,Sulthan Bathery,2018,99,2,2,2,99,5,5,5,99,7,49,34,0,0,0,0
Lakshwadeep,Kavaratti,Power House Building (Second Floor),2016,0,0,0,0,0,0,0,0,46,7,59,30,0,0,0,0
Lakshwadeep,Kavaratti,Power House Building (Second Floor),2017,0,0,0,0,0,0,0,0,35,14,60,33,0,0,0,0
Lakshwadeep,Kavaratti,Power House Building (Second Floor),2018,14,20,60,44,0,0,0,0,14,20,60,44,0,0,0,0
Madhya Pradesh,Akola,"College Of Engineering & Tech, Akola",2017,0,0,0,0,0,0,0,0,99,75,159,133,0,0,0,0
Madhya Pradesh,Akola,"LRT Commerce College, Civil Lines, Akola",2017,0,0,0,0,0,0,0,0,96,67,144,118,0,0,0,0
Madhya Pradesh,Akola,"MIDC Water Work, Phash-II, MIDC Akola",2017,0,0,0,0,0,0,0,0,96,86,146,129,0,0,0,0
Madhya Pradesh,Amlai,HJI,2016,66,11,25,14,66,12,36,19,66,36,215,62,41,17,35,24
Madhya Pradesh,Amlai,HJI,2017,91,12,27,20,91,16,35,26,91,54,124,86,88,20,44,32
Madhya Pradesh,Amlai,HJI,2018,0,0,0,0,101,13,30,22,101,48,139,96,102,20,67,31
Madhya Pradesh,Amlai,OPM,2016,73,10,31,20,73,14,42,26,73,47,105,84,45,16,43,29
Madhya Pradesh,Amlai,OPM,2017,0,0,0,0,88,15,32,23,88,51,109,78,87,18,35,28
Madhya Pradesh,Amlai,OPM,2018,0,0,0,0,135,10,27,19,135,48,151,85,140,18,70,27
Madhya Pradesh,Amravati,"Apurva Oil Industries, A-23, MIDC",2017,0,0,0,0,0,0,0,0,77,53,130,109,0,0,0,0
Madhya Pradesh,Amravati,"Elect. Dept., Govt College Engineering",2017,0,0,0,0,0,0,0,0,87,49,135,76,0,0,0,0
Madhya Pradesh,Amravati,"Rajkamal Square, Vaneeta Samaj",2017,0,0,0,0,0,0,0,0,87,86,164,132,0,0,0,0
Madhya Pradesh,Aurangabad,"C.A.D.A. Ofiice, Garkheda",2017,0,0,0,0,0,0,0,0,99,33,158,82,0,0,0,0
Madhya Pradesh,Aurangabad,Collector Ofiice,2017,0,0,0,0,0,0,0,0,100,15,152,79,0,0,0,0
Madhya Pradesh,Aurangabad,S.B.E.S. College,2017,0,0,0,0,0,0,0,0,93,32,200,87,0,0,0,0
Madhya Pradesh,Badlapur,BIWA Office,2017,0,0,0,0,0,0,0,0,75,44,810,159,0,0,0,0
Madhya Pradesh,Bhiwandi,"Fire Brigade Office, I.G.M. Hospital",2017,0,0,0,0,0,0,0,0,94,63,85,69,0,0,0,0
Madhya Pradesh,Bhiwandi,"Prematai Hall, Near Dhamankar Naka",2017,0,0,0,0,0,0,0,0,94,63,85,67,0,0,0,0
Madhya Pradesh,Bhiwandi,"Regional Office, M.P.C. Board, Kalyan",2017,0,0,0,0,0,0,0,0,114,59,83,68,0,0,0,0
Madhya Pradesh,Bhopal,"AKVN Office, Industrial Area Mandideep, Raisen",2016,74,2,12,5,74,5,66,30,82,53,195,116,0,0,0,0
Madhya Pradesh,Bhopal,"AKVN Office, Industrial Area Mandideep, Raisen",2017,89,2,30,6,89,5,38,21,89,66,350,110,44,23,136,42
Madhya Pradesh,Bhopal,"AKVN Office, Industrial Area Mandideep, Raisen",2018,0,0,0,0,86,5,48,21,88,90,295,187,88,44,142,76
Madhya Pradesh,Bhopal,"Barkatuallah University, Hoshgabad Road, Bhopal",2016,12,2,4,2,12,5,28,13,12,62,113,72,14,12,25,18
Madhya Pradesh,Bhopal,"Barkatuallah University, Hoshgabad Road, Bhopal",2017,86,2,17,4,86,5,36,15,86,71,205,92,0,0,0,0
Madhya Pradesh,Bhopal,"Barkatuallah University, Hoshgabad Road, Bhopal",2018,0,0,0,0,101,5,40,10,102,66,225,126,93,23,97,53
Madhya Pradesh,Bhopal,CETP Govindpura,2016,75,2,2,2,75,5,20,9,82,48,248,103,42,12,121,32
Madhya Pradesh,Bhopal,CETP Govindpura,2017,78,2,7,3,78,5,21,11,78,66,224,90,77,28,131,42
Madhya Pradesh,Bhopal,CETP Govindpura,2018,0,0,0,0,121,5,41,12,122,68,234,123,113,26,124,57
Madhya Pradesh,Bhopal,"Hamidia Road, MP Hastshilp Vikas Nigam",2016,75,2,2,2,75,5,27,10,83,47,238,110,32,12,38,23
Madhya Pradesh,Bhopal,"Hamidia Road, MP Hastshilp Vikas Nigam",2017,91,2,24,4,91,5,35,14,90,64,544,103,78,20,172,47
Madhya Pradesh,Bhopal,"Hamidia Road, MP Hastshilp Vikas Nigam",2018,0,0,0,0,105,5,46,18,104,75,276,155,103,27,142,67
Madhya Pradesh,Bhopal,"Kolar Thana, Kolar Road, Bhopal",2016,83,2,3,2,83,5,35,17,87,51,156,88,86,8,83,33
Madhya Pradesh,Bhopal,"Kolar Thana, Kolar Road, Bhopal",2017,89,2,14,4,89,5,35,16,89,67,307,106,73,29,95,41
Madhya Pradesh,Bhopal,"Kolar Thana, Kolar Road, Bhopal",2018,0,0,0,0,102,5,36,14,104,71,294,150,98,29,117,60
Madhya Pradesh,Bhopal,"Main Road, Hemu Colony, Bairagarh, Bhopal",2016,65,2,4,3,65,5,47,18,70,49,157,84,35,12,41,25
Madhya Pradesh,Bhopal,"Main Road, Hemu Colony, Bairagarh, Bhopal",2017,85,2,11,5,85,5,34,20,85,66,224,94,77,28,150,47
Madhya Pradesh,Bhopal,"Main Road, Hemu Colony, Bairagarh, Bhopal",2018,0,0,0,0,105,5,47,14,106,76,218,134,106,16,90,57
Madhya Pradesh,Bhopal,"Mandideep, Raisen.",2016,0,0,0,0,0,0,0,0,0,0,0,0,30,13,41,28
Madhya Pradesh,Bhopal,"Nutan Subhash School, T.T. Nagar",2016,75,2,2,2,75,5,12,6,85,24,67,48,62,9,61,27
Madhya Pradesh,Bhopal,"Nutan Subhash School, T.T. Nagar",2017,88,2,2,2,88,5,13,6,88,43,177,54,69,19,68,30
Madhya Pradesh,Bhopal,"Nutan Subhash School, T.T. Nagar",2018,0,0,0,0,103,5,15,7,103,38,183,67,92,16,117,40
Madhya Pradesh,Chandrapur,"Gadchandur Gram Panchayat, Rajura",2017,0,0,0,0,0,0,0,0,97,57,387,187,0,0,0,0
Madhya Pradesh,Chandrapur,Grampanchat Ghughus,2017,0,0,0,0,0,0,0,0,95,81,517,255,0,0,0,0
Madhya Pradesh,Chandrapur,M.I.D.C. Chandrapur,2017,0,0,0,0,0,0,0,0,91,29,370,84,0,0,0,0
Madhya Pradesh,Chandrapur,"MIDC, Tadali",2017,0,0,0,0,0,0,0,0,96,36,273,110,0,0,0,0
Madhya Pradesh,Chandrapur,"Muncipal Council, Ballarshah",2017,0,0,0,0,0,0,0,0,92,36,589,155,0,0,0,0
Madhya Pradesh,Chandrapur,Nagar Parishad,2017,0,0,0,0,0,0,0,0,325,22,208,86,0,0,0,0
Madhya Pradesh,Chhindwara,"HIG -33, Front of Geetanali Park Housing Board Colony, Chadagaon",2016,0,0,0,0,24,28,32,30,90,61,86,77,91,37,62,47
Madhya Pradesh,Chhindwara,"HIG -33, Front of Geetanali Park Housing Board Colony, Chadagaon",2017,79,1,10,5,99,2,32,17,100,20,86,64,98,12,58,38
Madhya Pradesh,Chhindwara,"HIG -33, Front of Geetanali Park Housing Board Colony, Chadagaon",2018,0,0,0,0,87,7,42,16,87,30,141,81,59,13,66,47
Madhya Pradesh,Chhindwara,"Hindustan Unileaver, Narsinghpur Road,",2016,24,7,11,9,24,31,33,32,91,76,92,83,92,42,83,57
Madhya Pradesh,Chhindwara,"Hindustan Unileaver, Narsinghpur Road,",2017,84,2,11,5,100,2,33,18,100,17,85,66,98,12,58,44
Madhya Pradesh,Chhindwara,"Hindustan Unileaver, Narsinghpur Road,",2018,0,0,0,0,84,8,32,13,84,29,119,84,28,22,58,49
Madhya Pradesh,Chhindwara,"Housing Board Colony, Chadagaon",2016,24,7,10,8,0,0,0,0,0,0,0,0,0,0,0,0
Madhya Pradesh,Dewas,Dewas Metal Section,2016,102,13,20,16,102,18,25,22,101,72,104,90,0,0,0,0
Madhya Pradesh,Dewas,Dewas Metal Section,2017,101,8,17,14,101,12,23,19,102,59,85,75,0,0,0,0
Madhya Pradesh,Dewas,Dewas Metal Section,2018,0,0,0,0,96,9,27,20,96,48,131,68,94,25,96,49
Madhya Pradesh,Dewas,EID Perry (I) Limited,2016,86,7,20,17,86,12,27,22,84,80,123,92,0,0,0,0
Madhya Pradesh,Dewas,EID Perry (I) Limited,2017,87,10,19,15,87,14,45,20,87,60,88,77,0,0,0,0
Madhya Pradesh,Dewas,EID Perry (I) Limited,2018,0,0,0,0,104,15,24,21,106,55,85,70,103,25,96,51
Madhya Pradesh,Dewas,Vikas Nagar,2016,98,6,19,16,98,8,24,21,98,51,105,86,0,0,0,0
Madhya Pradesh,Dewas,Vikas Nagar,2017,95,8,18,14,94,12,24,19,92,50,90,72,0,0,0,0
Madhya Pradesh,Dewas,Vikas Nagar,2018,0,0,0,0,104,15,25,20,104,48,80,66,100,21,96,46
Madhya Pradesh,Dombivali/Ambernath,Ambernath Municipal Council Office,2017,0,0,0,0,0,0,0,0,88,72,529,176,0,0,0,0
Madhya Pradesh,Dombivali/Ambernath,Dombivali MIDC Phase-II,2017,0,0,0,0,0,0,0,0,80,42,975,176,0,0,0,0
Madhya Pradesh,Gwalior,Dindayal Nagar,2016,72,8,14,10,72,12,19,14,71,59,115,88,3,45,75,55
Madhya Pradesh,Gwalior,Dindayal Nagar,2017,98,5,15,10,98,12,53,16,98,70,311,100,98,31,87,42
Madhya Pradesh,Gwalior,Dindayal Nagar,2018,0,0,0,0,75,15,26,20,74,67,235,127,74,37,90,61
Madhya Pradesh,Gwalior,Maharaj Bada,2016,75,8,18,10,75,10,26,14,75,62,148,104,9,47,51,49
Madhya Pradesh,Gwalior,Maharaj Bada,2017,93,5,15,11,93,12,83,18,93,79,345,120,94,31,109,53
Madhya Pradesh,Gwalior,Maharaj Bada,2018,0,0,0,0,92,15,32,21,92,80,239,141,91,37,90,64
Madhya Pradesh,Indore,"Kothari Market, M.G. Road",2016,94,9,12,11,94,18,22,20,93,40,164,96,91,21,122,55
Madhya Pradesh,Indore,"Kothari Market, M.G. Road",2017,89,9,34,11,89,17,34,21,89,41,116,79,58,26,62,42
Madhya Pradesh,Indore,"Kothari Market, M.G. Road",2018,0,0,0,0,108,9,36,19,108,45,252,87,108,23,141,40
Madhya Pradesh,Indore,"M.P. Laghu Udyog, Pologround",2016,95,9,12,11,95,18,22,20,94,40,164,96,92,21,122,55
Madhya Pradesh,Indore,"M.P. Laghu Udyog, Pologround",2017,91,9,30,11,91,18,70,21,91,42,118,83,60,28,88,46
Madhya Pradesh,Indore,"M.P. Laghu Udyog, Pologround",2018,0,0,0,0,98,12,24,19,98,41,134,87,98,20,89,41
Madhya Pradesh,Indore,"Telephone Nagar, 26 A, Kanadia Road",2016,91,10,12,11,91,18,24,20,82,43,154,94,89,22,114,50
Madhya Pradesh,Indore,"Telephone Nagar, 26 A, Kanadia Road",2017,94,9,30,11,94,17,26,21,94,42,108,78,73,22,63,43
Madhya Pradesh,Indore,"Telephone Nagar, 26 A, Kanadia Road",2018,0,0,0,0,110,10,32,19,109,43,273,91,86,19,115,43
Madhya Pradesh,Jabalpur,Udaipur Beverage Racchai,2016,35,8,26,19,35,21,31,26,35,72,94,82,36,21,90,35
Madhya Pradesh,Jabalpur,Udaipur Beverage Racchai,2017,99,11,27,18,99,18,34,25,99,63,236,86,99,19,91,27
Madhya Pradesh,Jabalpur,Udaipur Beverage Racchai,2018,0,0,0,0,102,11,31,20,102,51,246,131,102,13,87,47
Madhya Pradesh,Jabalpur,Vijay Nagar,2016,83,2,2,2,82,14,30,20,83,45,83,60,70,13,68,28
Madhya Pradesh,Jabalpur,Vijay Nagar,2017,101,2,12,2,101,12,33,17,101,45,220,62,99,11,90,18
Madhya Pradesh,Jabalpur,Vijay Nagar,2018,0,0,0,0,102,8,29,14,102,46,231,107,102,15,104,38
Madhya Pradesh,Katni,"Calderys Works Refactories India Private Limited, Guest House, Katni",2016,0,0,0,0,0,0,0,0,67,3,94,66,64,26,67,44
Madhya Pradesh,Katni,"Calderys Works Refactories India Private Limited, Guest House, Katni",2017,102,2,23,12,102,15,34,26,102,38,187,85,101,13,94,40
Madhya Pradesh,Katni,"Calderys Works Refactories India Private Limited, Guest House, Katni",2018,0,0,0,0,94,20,37,28,94,60,152,91,92,15,80,37
Madhya Pradesh,Katni,"HIG-4 Housing Board Colony Jhinjhri, Katni",2016,0,0,0,0,0,0,0,0,95,25,152,71,86,15,62,43
Madhya Pradesh,Katni,"HIG-4 Housing Board Colony Jhinjhri, Katni",2017,100,3,19,12,100,19,34,26,99,41,190,86,99,13,87,42
Madhya Pradesh,Katni,"HIG-4 Housing Board Colony Jhinjhri, Katni",2018,0,0,0,0,97,18,41,28,97,64,170,90,97,21,74,37
Madhya Pradesh,Nagda,B C I Labour Club,2016,93,9,23,16,93,14,35,26,92,39,91,60,41,21,46,32
Madhya Pradesh,Nagda,B C I Labour Club,2017,99,10,26,15,99,13,36,25,99,42,88,68,94,17,43,32
Madhya Pradesh,Nagda,B C I Labour Club,2018,0,0,0,0,78,9,33,18,76,37,80,58,62,16,38,30
Madhya Pradesh,Nagda,Chem. D. Labour Club,2016,89,12,38,27,89,9,31,18,88,49,86,60,43,21,53,33
Madhya Pradesh,Nagda,Chem. D. Labour Club,2017,100,15,36,25,100,11,28,17,100,44,85,65,57,17,38,29
Madhya Pradesh,Nagda,Chem. D. Labour Club,2018,0,0,0,0,74,7,27,14,74,32,85,56,63,21,44,29
Madhya Pradesh,Nagda,Grasim Kalyan Kendra,2016,67,8,24,14,67,13,36,24,67,47,105,71,21,25,39,33
Madhya Pradesh,Nagda,Grasim Kalyan Kendra,2017,103,10,27,16,103,16,42,25,103,55,103,80,96,21,54,38
Madhya Pradesh,Nagda,Grasim Kalyan Kendra,2018,0,0,0,0,77,11,30,21,77,44,116,71,65,22,55,36
Madhya Pradesh,Prithampur,"RCC Over Head Tank No. 1, Sector- 3",2016,99,7,13,9,0,0,0,0,0,0,0,0,83,28,63,47
Madhya Pradesh,Prithampur,"RCC Over Head Tank No. 1, Sector-3",2016,0,0,0,0,99,16,22,19,101,54,142,96,0,0,0,0
Madhya Pradesh,Prithampur,"RCC Over Head Tank No. 1, Sector-3",2017,83,7,13,11,83,17,26,21,83,63,114,88,64,31,59,46
Madhya Pradesh,Prithampur,"RCC Over Head Tank No. 1, Sector-3",2018,0,0,0,0,104,13,31,21,104,54,119,91,51,12,46,33
Madhya Pradesh,Prithampur,"Vikas Bhavan, Sector-2",2016,99,7,13,9,99,16,22,19,99,62,137,89,79,21,54,37
Madhya Pradesh,Prithampur,"Vikas Bhavan, Sector-2",2017,80,8,13,11,80,15,27,20,80,59,105,82,60,30,52,41
Madhya Pradesh,Prithampur,"Vikas Bhavan, Sector-2",2018,0,0,0,0,105,12,32,21,105,51,112,88,90,17,54,35
Madhya Pradesh,Sagar,"Katra Bazar, Sagar",2016,0,0,0,0,0,0,0,0,0,0,0,0,51,9,42,28
Madhya Pradesh,Sagar,"Katra Bazar, Sagar",2017,18,2,4,2,18,6,16,11,18,60,86,70,98,13,42,23
Madhya Pradesh,Sagar,"Katra Bazar, Sagar",2018,0,0,0,0,96,4,24,13,100,29,141,72,100,5,72,26
Madhya Pradesh,Sagar,OPM,2017,88,10,24,18,0,0,0,0,0,0,0,0,0,0,0,0
Madhya Pradesh,Sagar,Pt.Deendayal Nagar,2016,94,2,4,2,94,5,22,12,94,35,156,79,95,13,58,31
Madhya Pradesh,Sagar,Pt.Deendayal Nagar,2017,100,2,4,2,100,5,19,13,100,22,106,69,100,11,48,27
Madhya Pradesh,Sagar,Pt.Deendayal Nagar,2018,0,0,0,0,91,5,30,15,96,31,197,79,98,8,89,34
Madhya Pradesh,Sagar,Sub-divisional Office E/M Light Machniery,2016,86,2,6,3,0,0,0,0,0,0,0,0,0,0,0,0
Madhya Pradesh,Satna,Jayant Township,2016,92,7,36,18,0,0,0,0,0,0,0,0,0,0,0,0
Madhya Pradesh,Satna,"MPPCB,Dharwari GaliNo.5,House No.318",2016,88,2,4,3,88,5,8,6,88,42,84,64,38,10,48,27
Madhya Pradesh,Satna,"MPPCB,Dharwari GaliNo.5,House No.318",2017,103,2,5,3,103,5,13,7,103,54,101,74,93,13,71,29
Madhya Pradesh,Satna,"MPPCB,Dharwari GaliNo.5,House No.318",2018,0,0,0,0,113,5,10,7,113,55,129,86,113,24,64,40
Madhya Pradesh,Satna,Sub-divisional Office E/M Light Machniery,2016,0,0,0,0,86,5,9,7,87,57,106,78,38,15,60,36
Madhya Pradesh,Satna,Sub-divisional Office E/M Light Machniery,2017,98,2,6,3,98,5,14,7,98,66,127,86,68,18,50,33
Madhya Pradesh,Satna,Sub-divisional Office E/M Light Machniery,2018,0,0,0,0,89,5,13,9,89,74,210,124,89,27,98,56
Madhya Pradesh,Singrauli,Jayant Township,2016,0,0,0,0,92,12,43,25,91,51,108,84,91,25,56,43
Madhya Pradesh,Singrauli,Jayant Township,2017,94,11,56,25,94,17,56,32,94,60,202,109,94,29,83,51
Madhya Pradesh,Singrauli,Jayant Township,2018,0,0,0,0,75,18,42,30,97,59,193,114,97,33,75,53
Madhya Pradesh,Singrauli,"N.T.P.C., Vidyanagar",2016,91,10,31,18,91,14,39,24,90,48,105,81,89,25,88,41
Madhya Pradesh,Singrauli,"N.T.P.C., Vidyanagar",2017,91,13,62,24,91,16,60,31,91,69,208,110,91,26,85,50
Madhya Pradesh,Singrauli,"N.T.P.C., Vidyanagar",2018,0,0,0,0,75,19,70,30,100,59,198,111,100,33,74,52
Madhya Pradesh,Singrauli,Waidhan,2016,95,7,28,18,94,8,37,23,93,47,102,83,93,21,94,43
Madhya Pradesh,Singrauli,Waidhan,2017,97,10,60,24,97,13,60,30,97,59,208,107,96,25,76,50
Madhya Pradesh,Singrauli,Waidhan,2018,0,0,0,0,75,13,88,31,97,19,181,110,97,29,82,52
Madhya Pradesh,Ujjain,Chamunda Mata Chouraha,2016,31,7,19,15,31,9,21,17,31,61,137,86,31,29,60,47
Madhya Pradesh,Ujjain,Chamunda Mata Chouraha,2017,81,8,19,15,81,12,21,17,87,47,151,80,67,20,58,40
Madhya Pradesh,Ujjain,Chamunda Mata Chouraha,2018,0,0,0,0,96,11,19,15,96,56,136,84,75,17,58,35
Madhya Pradesh,Ujjain,District Office,2016,87,12,22,17,87,14,25,19,91,56,173,118,92,25,79,52
Madhya Pradesh,Ujjain,District Office,2017,82,11,19,15,82,12,21,17,85,48,124,89,74,24,62,43
Madhya Pradesh,Ujjain,District Office,2018,0,0,0,0,95,11,20,16,95,52,116,93,53,13,56,38
Madhya Pradesh,Ujjain,Mahakal Temple,2016,78,8,19,13,78,10,21,15,79,42,138,86,12,25,58,41
Madhya Pradesh,Ujjain,Mahakal Temple,2017,93,6,16,12,93,8,18,13,94,28,241,70,49,13,50,33
Madhya Pradesh,Ujjain,Mahakal Temple,2018,0,0,0,0,122,8,50,16,121,23,370,85,87,8,273,37
Madhya Pradesh,Ujjain,Regional Office,2016,85,6,16,9,80,8,19,11,79,47,102,71,62,17,54,34
Madhya Pradesh,Ujjain,Regional Office,2017,91,6,15,11,91,8,16,13,88,34,127,62,72,17,50,32
Madhya Pradesh,Ujjain,Regional Office,2018,0,0,0,0,105,8,18,12,104,41,116,69,69,8,46,27
"Madhya Pradesh
",Amlai,HJI,2018,101,10,26,17,0,0,0,0,0,0,0,0,0,0,0,0
"Madhya Pradesh
",Amlai,OPM,2018,135,7,24,14,0,0,0,0,0,0,0,0,0,0,0,0
"Madhya Pradesh
",Bhopal,"AKVN Office, Industrial Area Mandideep, Raisen",2018,85,2,26,11,0,0,0,0,0,0,0,0,0,0,0,0
"Madhya Pradesh
",Bhopal,"Barkatuallah University, Hoshgabad Road, Bhopal",2018,101,2,12,5,0,0,0,0,0,0,0,0,0,0,0,0
"Madhya Pradesh
",Bhopal,CETP Govindpura,2018,121,2,17,5,0,0,0,0,0,0,0,0,0,0,0,0
"Madhya Pradesh
",Bhopal,"Hamidia Road, MP Hastshilp Vikas Nigam",2018,105,2,20,9,0,0,0,0,0,0,0,0,0,0,0,0
"Madhya Pradesh
",Bhopal,"Kolar Thana, Kolar Road, Bhopal",2018,102,2,18,8,0,0,0,0,0,0,0,0,0,0,0,0
"Madhya Pradesh
",Bhopal,"Main Road, Hemu Colony, Bairagarh, Bhopal",2018,105,2,16,7,0,0,0,0,0,0,0,0,0,0,0,0
"Madhya Pradesh
",Bhopal,"Nutan Subhash School, T.T. Nagar",2018,104,2,8,2,0,0,0,0,0,0,0,0,0,0,0,0
"Madhya Pradesh
",Chhindwara,"HIG -33, Front of Geetanali Park Housing Board Colony, Chadagaon",2018,87,2,23,4,0,0,0,0,0,0,0,0,0,0,0,0
"Madhya Pradesh
",Chhindwara,"Hindustan Unileaver, Narsinghpur Road,",2018,84,2,7,3,0,0,0,0,0,0,0,0,0,0,0,0
"Madhya Pradesh
",Dewas,Dewas Metal Section,2018,96,9,21,15,0,0,0,0,0,0,0,0,0,0,0,0
"Madhya Pradesh
",Dewas,EID Perry (I) Limited,2018,105,11,20,16,0,0,0,0,0,0,0,0,0,0,0,0
"Madhya Pradesh
",Dewas,Vikas Nagar,2018,104,11,20,16,0,0,0,0,0,0,0,0,0,0,0,0
"Madhya Pradesh
",Gwalior,Dindayal Nagar,2018,75,9,16,12,0,0,0,0,0,0,0,0,0,0,0,0
"Madhya Pradesh
",Gwalior,Maharaj Bada,2018,92,10,18,13,0,0,0,0,0,0,0,0,0,0,0,0
"Madhya Pradesh
",Indore,"Kothari Market, M.G. Road",2018,108,3,39,10,0,0,0,0,0,0,0,0,0,0,0,0
"Madhya Pradesh
",Indore,"M.P. Laghu Udyog, Pologround",2018,98,3,13,10,0,0,0,0,0,0,0,0,0,0,0,0
"Madhya Pradesh
",Indore,"Telephone Nagar, 26 A, Kanadia Road",2018,110,4,16,10,0,0,0,0,0,0,0,0,0,0,0,0
"Madhya Pradesh
",Jabalpur,Udaipur Beverage Racchai,2018,102,3,19,13,0,0,0,0,0,0,0,0,0,0,0,0
"Madhya Pradesh
",Jabalpur,Vijay Nagar,2018,102,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
"Madhya Pradesh
",Katni,"Calderys Works Refactories India Private Limited, Guest House, Katni",2018,94,6,27,12,0,0,0,0,0,0,0,0,0,0,0,0
"Madhya Pradesh
",Katni,"HIG-4 Housing Board Colony Jhinjhri, Katni",2018,98,7,30,12,0,0,0,0,0,0,0,0,0,0,0,0
"Madhya Pradesh
",Nagda,B C I Labour Club,2018,78,7,20,11,0,0,0,0,0,0,0,0,0,0,0,0
"Madhya Pradesh
",Nagda,Chem. D. Labour Club,2018,74,9,33,20,0,0,0,0,0,0,0,0,0,0,0,0
"Madhya Pradesh
",Nagda,Grasim Kalyan Kendra,2018,77,6,23,12,0,0,0,0,0,0,0,0,0,0,0,0
"Madhya Pradesh
",Prithampur,"RCC Over Head Tank No. 1, Sector-3",2018,104,6,27,12,0,0,0,0,0,0,0,0,0,0,0,0
"Madhya Pradesh
",Prithampur,"Vikas Bhavan, Sector-2",2018,103,6,27,11,0,0,0,0,0,0,0,0,0,0,0,0
"Madhya Pradesh
",Sagar,"Katra Bazar, Sagar",2018,96,2,6,3,0,0,0,0,0,0,0,0,0,0,0,0
"Madhya Pradesh
",Sagar,Pt.Deendayal Nagar,2018,91,2,11,3,0,0,0,0,0,0,0,0,0,0,0,0
"Madhya Pradesh
",Satna,"MPPCB,Dharwari GaliNo.5,House No.318",2018,113,2,5,3,0,0,0,0,0,0,0,0,0,0,0,0
"Madhya Pradesh
",Satna,Sub-divisional Office E/M Light Machniery,2018,89,3,6,4,0,0,0,0,0,0,0,0,0,0,0,0
"Madhya Pradesh
",Singrauli,Jayant Township,2018,75,15,37,23,0,0,0,0,0,0,0,0,0,0,0,0
"Madhya Pradesh
",Singrauli,"N.T.P.C., Vidyanagar",2018,75,13,32,23,0,0,0,0,0,0,0,0,0,0,0,0
"Madhya Pradesh
",Singrauli,Waidhan,2018,75,14,31,23,0,0,0,0,0,0,0,0,0,0,0,0
"Madhya Pradesh
",Ujjain,Chamunda Mata Chouraha,2018,96,10,18,14,0,0,0,0,0,0,0,0,0,0,0,0
"Madhya Pradesh
",Ujjain,District Office,2018,95,10,19,15,0,0,0,0,0,0,0,0,0,0,0,0
"Madhya Pradesh
",Ujjain,Mahakal Temple,2018,122,3,38,12,0,0,0,0,0,0,0,0,0,0,0,0
"Madhya Pradesh
",Ujjain,Regional Office,2018,106,6,17,11,0,0,0,0,0,0,0,0,0,0,0,0
Maharashtra,Akola,"College Of Engineering & Tech, Akola",2016,95,4,12,8,95,5,13,9,95,81,176,144,0,0,0,0
Maharashtra,Akola,"College Of Engineering & Tech, Akola",2017,98,6,11,9,98,9,11,10,0,0,0,0,0,0,0,0
Maharashtra,Akola,"College Of Engineering & Tech, Akola",2018,104,10,15,12,104,10,16,12,104,50,91,71,0,0,0,0
Maharashtra,Akola,"LRT Commerce College, Civil Lines, Akola",2016,102,4,11,8,102,5,11,8,104,25,129,107,0,0,0,0
Maharashtra,Akola,"LRT Commerce College, Civil Lines, Akola",2017,94,6,11,9,94,9,11,10,0,0,0,0,0,0,0,0
Maharashtra,Akola,"LRT Commerce College, Civil Lines, Akola",2018,105,9,14,11,105,10,14,11,107,38,94,68,0,0,0,0
Maharashtra,Akola,"MIDC Water Work, Phash-II, MIDC Akola",2016,101,3,12,9,101,5,13,10,101,58,152,127,0,0,0,0
Maharashtra,Akola,"MIDC Water Work, Phash-II, MIDC Akola",2017,95,8,12,10,95,9,13,11,0,0,0,0,0,0,0,0
Maharashtra,Akola,"MIDC Water Work, Phash-II, MIDC Akola",2018,101,11,18,13,100,12,19,14,107,48,92,78,0,0,0,0
Maharashtra,Ambernath,Ambernath Municipal Council Office,2018,86,16,41,25,86,26,107,65,86,43,350,157,0,0,0,0
Maharashtra,Amravati,"Apurva Oil Industries, A-23, MIDC",2016,69,9,16,12,70,8,18,13,71,10,122,99,0,0,0,0
Maharashtra,Amravati,"Apurva Oil Industries, A-23, MIDC",2017,77,8,16,12,77,9,17,13,0,0,0,0,0,0,0,0
Maharashtra,Amravati,"Apurva Oil Industries, A-23, MIDC",2018,90,10,27,16,90,11,29,17,90,78,152,111,0,0,0,0
Maharashtra,Amravati,"Elect. Dept., Govt College Engineering",2016,73,7,14,11,73,7,15,12,73,23,94,69,0,0,0,0
Maharashtra,Amravati,"Elect. Dept., Govt College Engineering",2017,87,8,15,12,87,10,17,13,0,0,0,0,0,0,0,0
Maharashtra,Amravati,"Elect. Dept., Govt College Engineering",2018,86,10,24,15,86,11,28,16,87,47,141,80,0,0,0,0
Maharashtra,Amravati,"Rajkamal Square, Vaneeta Samaj",2016,79,10,17,13,79,11,18,14,79,14,203,132,0,0,0,0
Maharashtra,Amravati,"Rajkamal Square, Vaneeta Samaj",2017,87,9,18,13,87,10,19,14,0,0,0,0,0,0,0,0
Maharashtra,Amravati,"Rajkamal Square, Vaneeta Samaj",2018,83,10,27,17,82,12,29,18,83,98,140,121,0,0,0,0
